Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[127]    0.4    0.23    5.01 58479876         RB_AddQuadStamp [127]
                5.01    0.00 58479876/58479876     RB_AddQuadStampExt [130]
-----------------------------------------------
                0.07    5.05  133918/133918      CL_ParseSnapshot [41]
[128]    0.4    0.07    5.05  133918         MSG_ReadDeltaPlayerstate [128]
                0.41    4.10 5626312/90062319     MSG_ReadBits [38]
                0.36    0.07   84425/85919       MSG_ReadShort [307]
                0.00    0.11  133918/10602797     MSG_ReadByte [98]
                0.00    0.00     734/3242443     MSG_ReadLong [143]
-----------------------------------------------
                0.00    5.08    3103/3103        R_FindShaderReal [59]
[129]    0.3    0.00    5.08    3103         ParseShader [129]
                0.00    5.00    4689/4689        ParseStage [131]
                0.00    0.07      17/17          ParseSkyParms [451]
                0.00    0.00     428/428         ParseDeform [719]
                0.00    0.00   23575/23624182     Q_stricmp [185]
                0.00    0.00     347/347         ParseSurfaceParm [746]
                0.00    0.00   14780/614593081     COM_ParseExt [70]
                0.00    0.00    5473/24190752     Q_stricmpn [188]
                0.00    0.00      48/48          ParseSort [833]
                0.00    0.00       4/425         ParseVector [815]
                0.00    0.00      17/123836018     VectorNormalize [208]
                0.00    0.00     590/590         SkipRestOfLine [1101]
-----------------------------------------------
                5.01    0.00 58479876/58479876     RB_AddQuadStamp [127]
[130]    0.3    5.01    0.00 58479876         RB_AddQuadStampExt [130]
-----------------------------------------------
                0.00    5.00    4689/4689        ParseShader [129]
[131]    0.3    0.00    5.00    4689         ParseStage [131]
                0.00    4.94    5773/8957        R_FindImageFile [103]
                0.00    0.04  539231/23624182     Q_stricmp [185]
                0.00    0.01     501/686         ParseWaveForm [678]
                0.00    0.00    1718/1718        ParseTexMod [702]
                0.00    0.00   41584/614593081     COM_ParseExt [70]
                0.00    0.00    1113/1113        NameToDstBlendMode [758]
                0.00    0.00    1113/1113        NameToSrcBlendMode [761]
                0.00    0.00     421/425         ParseVector [815]
                0.00    0.00     163/163         NameToAFunc [829]
                0.00    0.00      16/62395       CL_RefPrintf [490]
-----------------------------------------------
                4.90    0.00 5388270/5388270     FillCloudBox [87]
[132]    0.3    4.90    0.00 5388270         FillCloudySkySide [132]
-----------------------------------------------
                0.48    4.38  890229/890229      CL_CreateNewCommands [125]
[133]    0.3    0.48    4.38  890229         CL_CreateCmd [133]
                0.41    0.86  890229/890229      CL_KeyMove [218]
                1.21    0.02  890229/890229      CL_CmdButtons [220]
                0.79    0.00  890229/890229      CL_MouseMove [269]
                0.35    0.37  890229/890229      CL_AdjustAngles [276]
                0.37    0.00  890229/890229      CL_FinishMove [322]
-----------------------------------------------
                0.64    4.04 168284641/168284641     RB_StageIteratorGeneric [15]
[134]    0.3    0.64    4.04 168284641         RB_DeformTessGeometry [134]
                3.04    0.01 3890964/3890964     RB_CalcDeformVertexes [151]
                0.17    0.82 6006788/6006788     AutospriteDeform [245]
-----------------------------------------------
                0.00    0.02      48/9317        CL_StartHunkUsers [161]
                0.00    4.51    9269/9317        CL_CgameSystemCalls [11]
[135]    0.3    0.00    4.53    9317         RE_RegisterShader [135]
                0.00    4.53    9317/62937       R_FindShader [58]
-----------------------------------------------
                4.42    0.00 43551706/43551706     ClipSkyPolygon [86]
[136]    0.3    4.42    0.00 43551706         AddSkyPolygon [136]
-----------------------------------------------
                1.22    3.11  568796/568796      RB_StageIteratorSky [60]
[137]    0.3    1.22    3.11  568796         DrawSkyBox [137]
                2.38    0.00 139408365/400483521     MakeSkyVec [111]
                0.70    0.02 2383640/2383640     DrawSkySide [275]
-----------------------------------------------
                0.00    0.00      12/1784588     CL_DownloadsComplete [171]
                0.38    3.87 1784576/1784588     Com_Frame [2]
[138]    0.3    0.38    3.87 1784588         Com_EventLoop [138]
                0.23    1.46 2463077/2463077     Com_GetEvent [198]
                0.23    0.90   43987/44112       CL_KeyEvent <cycle 1> [284]
                0.53    0.00 3569176/3569176     NET_GetLoopPacket [291]
                0.26    0.19 1784588/2927592     MSG_Init [274]
                0.06    0.02  591664/591664      CL_MouseEvent [442]
                0.00    0.00   42838/42838       CL_CharEvent [729]
-----------------------------------------------
                0.36    3.78  890265/890265      SCR_DrawScreenField [88]
[139]    0.3    0.36    3.78  890265         CL_CGameRendering [139]
                2.10    1.64  890265/1790224     VM_Call [105]
                0.05    0.00  890265/890265      VM_Debug [492]
-----------------------------------------------
                3.97    0.16 3116732/3116732     RB_RenderDrawSurfList [10]
[140]    0.3    3.97    0.16 3116732         RB_SurfaceTriangles [140]
                0.00    0.16  100442/101672      RB_CheckOverflow [391]
-----------------------------------------------
                4.08    0.00 16606802/16606802     ComputeTexCoords [26]
[141]    0.3    4.08    0.00 16606802         RB_CalcScaleTexCoords [141]
-----------------------------------------------
                0.47    0.74 77196994/253840172     DrawMultitextured [166]
                1.07    1.70 176643178/253840172     RB_IterateStagesGeneric [16]
[142]    0.3    1.54    2.44 253840172         R_BindAnimatedImage [142]
                2.44    0.00 253840172/256233929     GL_Bind [173]
-----------------------------------------------
                0.00    0.00      36/3242443     CL_ParseGamestate [149]
                0.00    0.00     107/3242443     CL_ConnectionlessPacket [537]
                0.00    0.00     734/3242443     MSG_ReadDeltaPlayerstate [128]
                0.03    0.07   82462/3242443     CL_ParseCommandString [114]
                0.05    0.11  133918/3242443     CL_ParseSnapshot [41]
                0.05    0.11  133930/3242443     CL_Netchan_Decode [287]
                0.05    0.11  133930/3242443     CL_ParseServerMessage [37]
                0.05    0.11  134279/3242443     Netchan_Process [318]
                1.04    2.10 2623047/3242443     CL_Netchan_Encode [83]
[143]    0.3    1.29    2.60 3242443         MSG_ReadLong [143]
                0.24    2.36 3242443/90062319     MSG_ReadBits [38]
-----------------------------------------------
                0.00    0.00     904/159808901     CL_UISystemCalls [92]
                2.11    1.68 159807997/159808901     CL_CgameSystemCalls [11]
[144]    0.3    2.12    1.68 159808901         RE_AddRefEntityToScene [144]
                1.68    0.00 479426703/733149303     Q_isnan [168]
-----------------------------------------------
                0.00    0.00  892731/685604085     RE_EndFrame [6]
                0.02    0.00 3541125/685604085     R_AddDrawSurfCmd [317]
                0.71    0.00 146300876/685604085     RE_SetColor [197]
                2.61    0.00 534869353/685604085     RE_StretchPic [107]
[145]    0.2    3.35    0.00 685604085         R_GetCommandBuffer [145]
-----------------------------------------------
                3.29    0.00 1790224/1790224     VM_Call [105]
[146]    0.2    3.29    0.00 1790224         VM_CallCompiled [146]
-----------------------------------------------
                0.00    0.00       2/2161        CL_UISystemCalls [92]
                0.01    3.25    2159/2161        CL_CgameSystemCalls [11]
[147]    0.2    0.01    3.25    2161         RE_RegisterModel [147]
                0.00    3.25    2161/2161        RE_RegisterModelReal [148]
-----------------------------------------------
                0.00    3.25    2161/2161        RE_RegisterModel [147]
[148]    0.2    0.00    3.25    2161         RE_RegisterModelReal [148]
                0.00    2.34    1204/1204        R_RegisterMD3 [176]
                0.03    0.77    1204/2078        R_IssuePendingRenderCommands [212]
                0.00    0.05     190/190         R_RegisterMDR [487]
                0.00    0.05     190/190         R_RegisterIQM [486]
                0.00    0.00    3612/23624182     Q_stricmp [185]
                0.00    0.00    2408/1324353     Q_strncpyz [483]
                0.00    0.00     190/63649       COM_StripExtension [716]
                0.00    0.00    1204/1372        R_AllocModel [1037]
                0.00    0.00    1204/7399        COM_GetExtension [993]
-----------------------------------------------
                0.00    3.11      12/12          CL_ParseServerMessage [37]
[149]    0.2    0.00    3.11      12         CL_ParseGamestate [149]
                0.42    2.53      12/12          CL_InitDownloads [153]
                0.00    0.08     374/374         MSG_ReadBigString [432]
                0.00    0.06      12/12          CL_SystemInfoChanged [481]
                0.00    0.02    1010/2393665     MSG_ReadDeltaEntity [47]
                0.00    0.00     374/85919       MSG_ReadShort [307]
                0.00    0.00    1396/10602797     MSG_ReadByte [98]
                0.00    0.00    1010/90062319     MSG_ReadBits [38]
                0.00    0.00      12/26          Con_Close [743]
                0.00    0.00      36/3242443     MSG_ReadLong [143]
                0.00    0.00      12/1784743     FS_ConditionalRestart <cycle 2> [266]
                0.00    0.00      12/6880        Cvar_Set [570]
                0.00    0.00      12/12          CL_ParseServerInfo [837]
                0.00    0.00      12/3199        Cvar_VariableStringBuffer [681]
                0.00    0.00       1/6848        Cvar_Flags [616]
                0.00    0.00       1/1324353     Q_strncpyz [483]
-----------------------------------------------
                1.52    1.59    5659/5659        R_LoadImage [110]
[150]    0.2    1.52    1.59    5659         R_LoadTGA [150]
                0.00    1.59    5659/22838       FS_ReadFile [116]
                0.00    0.00    3524/8661        CL_RefMalloc [989]
                0.00    0.00    3524/10982       FS_FreeFile [986]
-----------------------------------------------
                3.04    0.01 3890964/3890964     RB_DeformTessGeometry [134]
[151]    0.2    3.04    0.01 3890964         RB_CalcDeformVertexes [151]
                0.01    0.00 3850924/34004910     TableForFunc [427]
                0.00    0.00   40040/30153986     EvalWaveForm [248]
-----------------------------------------------
                0.34    2.67  874353/874353      Netchan_Transmit [28]
[152]    0.2    0.34    2.67  874353         MSG_WriteShort [152]
                0.47    2.20  874353/59122504     MSG_WriteBits [21]
-----------------------------------------------
                0.42    2.53      12/12          CL_ParseGamestate [149]
[153]    0.2    0.42    2.53      12         CL_InitDownloads [153]
                0.00    2.53      12/12          CL_DownloadsComplete [171]
                0.00    0.00      12/12          FS_ComparePaks [851]
-----------------------------------------------
                0.00    2.94   22777/22777       S_RegisterSound [155]
[154]    0.2    0.00    2.94   22777         S_AL_RegisterSound [154]
                0.00    2.71     434/437         S_AL_BufferLoad [162]
                0.00    0.21   22777/22780       S_AL_BufferFind [367]
                0.00    0.01   22777/22779       Com_Milliseconds [618]
-----------------------------------------------
                0.00    0.87    6730/22777       CL_UISystemCalls [92]
                0.00    2.07   16047/22777       CL_CgameSystemCalls [11]
[155]    0.2    0.00    2.94   22777         S_RegisterSound [155]
                0.00    2.94   22777/22777       S_AL_RegisterSound [154]
-----------------------------------------------
                2.08    0.80  892287/892287      CL_Frame [3]
[156]    0.2    2.08    0.80  892287         CL_SetCGameTime [156]
                0.63    0.00      25/25          CL_FirstSnapshot [279]
                0.17    0.00  133781/133781      CL_AdjustTimeDelta [383]
-----------------------------------------------
                0.00    0.00  556052/3336122607     CL_UISystemCalls [92]
                2.87    0.00 3335566555/3336122607     CL_CgameSystemCalls [11]
[157]    0.2    2.87    0.00 3336122607         VM_ArgPtr [157]
-----------------------------------------------
                2.86    0.00 614648203/614648203     COM_ParseExt [70]
[158]    0.2    2.86    0.00 614648203         SkipWhitespace [158]
-----------------------------------------------
                0.00    0.04       7/444         S_CodecOpenStream [510]
                0.00    2.73     437/444         S_CodecLoad [163]
[159]    0.2    0.00    2.78     444         S_CodecGetSound [159]
                0.00    2.78     437/437         S_WAV_CodecLoad [160]
                0.00    0.00      20/20          S_OGG_CodecLoad [744]
                0.00    0.00       7/27          S_OGG_CodecOpenStream [740]
                0.00    0.00       7/7           S_WAV_CodecOpenStream [776]
                0.00    0.00      27/17963       Com_Printf [400]
                0.00    0.00      29/115645      Com_sprintf [373]
                0.00    0.00     446/23624182     Q_stricmp [185]
                0.00    0.00     444/1324353     Q_strncpyz [483]
                0.00    0.00      25/63649       COM_StripExtension [716]
                0.00    0.00     444/7399        COM_GetExtension [993]
-----------------------------------------------
                0.00    2.78     437/437         S_CodecGetSound [159]
[160]    0.2    0.00    2.78     437         S_WAV_CodecLoad [160]
                0.00    2.55     417/417         S_ReadRIFFHeader [170]
                0.00    0.21     417/18258       FS_Read [95]
                0.00    0.01     437/28475       FS_FOpenFileRead [250]
                0.00    0.00     417/16555       Hunk_AllocateTempMemory [969]
                0.00    0.00     417/417         S_ByteSwapRawSamples [1110]
                0.00    0.00     417/12984       FS_FCloseFile [977]
-----------------------------------------------
                0.00    0.17       1/16          Com_Init [282]
                0.00    0.34       2/16          Com_GameRestart <cycle 2> [283]
                0.00    2.22      13/16          CL_FlushMemory [178]
[161]    0.2    0.00    2.74      16         CL_StartHunkUsers [161]
                0.00    2.22      16/16          RE_BeginRegistration [180]
                0.00    0.49      16/16          CL_InitUI [297]
                0.00    0.02      48/9317        RE_RegisterShader [135]
                0.00    0.00       3/3           S_Init [742]
                0.00    0.00      16/16          S_BeginRegistration [1189]
-----------------------------------------------
                0.00    0.02       3/437         S_AL_BufferUse [593]
                0.00    2.71     434/437         S_AL_RegisterSound [154]
[162]    0.2    0.00    2.73     437         S_AL_BufferLoad [162]
                0.00    2.73     437/437         S_CodecLoad [163]
                0.00    0.00      20/20          S_AL_BufferUseDefault [795]
                0.00    0.00     417/540         S_AL_Format [1102]
                0.00    0.00     417/425         S_AL_GenBuffers [1109]
                0.00    0.00     417/16555       Hunk_FreeTempMemory [970]
-----------------------------------------------
                0.00    2.73     437/437         S_AL_BufferLoad [162]
[163]    0.2    0.00    2.73     437         S_CodecLoad [163]
                0.00    2.73     437/444         S_CodecGetSound [159]
-----------------------------------------------
                                 152             Cbuf_ExecuteText <cycle 2> [448]
                               45981             Cbuf_Execute <cycle 2> [201]
[164]    0.2    1.62    1.10   46133         Cmd_ExecuteString <cycle 2> [164]
                0.03    0.66   46133/70192       Cmd_TokenizeString [237]
                0.11    0.01    1449/1449        CL_GameCommand [414]
                0.00    0.08       1/1           CL_PlayCinematic_f [445]
                0.02    0.01    4948/4948        IN_Button0Up [559]
                0.00    0.03  311122/23624182     Q_stricmp [185]
                0.01    0.01    3997/3997        IN_MoveleftUp [596]
                0.01    0.01    3099/3099        IN_ForwardUp [600]
                0.00    0.01    4935/4935        IN_Button0Down [613]
                0.00    0.01    4003/4003        IN_MoverightDown [622]
                0.00    0.01    3993/3993        IN_MoveleftDown [623]
                0.01    0.00     916/916         IN_BackUp [624]
                0.00    0.01    3709/3709        IN_UpDown [627]
                0.01    0.00   46133/70329       Cmd_Argc [607]
                0.00    0.01    3096/3096        IN_ForwardDown [670]
                0.00    0.01    4003/4003        IN_MoverightUp [673]
                0.00    0.01    2267/2267        Cvar_Set_f [675]
                0.00    0.01    3710/3710        IN_UpUp [676]
                0.01    0.00       8/8           Cmd_Exec_f [677]
                0.00    0.01     146/146         CL_Ping_f [679]
                0.00    0.00    1452/1452        Cvar_Command [707]
                0.00    0.00     916/916         IN_BackDown [713]
                0.00    0.00     412/412         Key_Bind_f [754]
                0.00    0.00       2/2           Con_MessageMode_f [822]
                0.00    0.00       2/2           CL_GlobalServers_f [826]
                0.00    0.00       6/6           IN_SpeedUp [855]
                0.00    0.00       4/4           IN_Button2Up [865]
                0.00    0.00       2/2           IN_SpeedDown [872]
                0.00    0.00       2/2           IN_DownUp [880]
                0.00    0.00       1/1           IN_DownDown [886]
                0.00    0.00       3/3           CL_ForwardToServer_f [895]
                0.00    0.00       1/1           Cmd_Wait_f [900]
                0.00    0.00       1/1           CL_ForwardCommandToServer [909]
                0.00    0.00       8/8           Key_Unbindall_f [1222]
                0.00    0.00       1/1           SV_RehashBans_f [1292]
                                   1             Com_Quit_f <cycle 2> [431]
                                   1             CL_Disconnect_f <cycle 2> [883]
                                   1             CL_Connect_f <cycle 2> [749]
-----------------------------------------------
                0.07    2.64 4674616/4674616     R_CullSurface [57]
[165]    0.2    0.07    2.64 4674616         R_CullTriSurf [165]
                2.64    0.00 4674616/32412390     R_CullLocalBox [71]
-----------------------------------------------
                0.56    2.13 38598497/38598497     RB_IterateStagesGeneric [16]
[166]    0.2    0.56    2.13 38598497         DrawMultitextured [166]
                0.47    0.74 77196994/253840172     R_BindAnimatedImage [142]
                0.36    0.00 38598497/222844171     GL_State [184]
                0.29    0.00 38598497/215241675     R_DrawElements [204]
                0.16    0.00 115795491/115800848     GL_SelectTexture [390]
                0.11    0.00 38598497/38598529     GL_TexEnv [418]
-----------------------------------------------
                0.43    2.17    3677/3677        R_LoadImage [110]
[167]    0.2    0.43    2.17    3677         R_LoadJPG [167]
                0.00    1.12  162255/162255      jpeg_read_scanlines [228]
                0.00    1.03    3677/22838       FS_ReadFile [116]
                0.00    0.02     777/777         jpeg_start_decompress [586]
                0.00    0.00     777/777         jpeg_std_error [1078]
                0.00    0.00     777/777         jpeg_CreateDecompress [1066]
                0.00    0.00     777/777         jpeg_mem_src [1075]
                0.00    0.00     777/777         jpeg_read_header [1077]
                0.00    0.00     777/8661        CL_RefMalloc [989]
                0.00    0.00     777/777         jpeg_finish_decompress [1073]
                0.00    0.00     777/777         jpeg_destroy_decompress [1072]
                0.00    0.00     777/10982       FS_FreeFile [986]
-----------------------------------------------
                0.89    0.00 253722600/733149303     _S_AL_SanitiseVector [225]
                1.68    0.00 479426703/733149303     RE_AddRefEntityToScene [144]
[168]    0.2    2.57    0.00 733149303         Q_isnan [168]
-----------------------------------------------
                1.22    1.34  890572/890572      CL_SendCmd [13]
[169]    0.2    1.22    1.34  890572         CL_ReadyToSendPacket [169]
                1.34    0.00  889825/889825      Sys_IsLANAddress [215]
-----------------------------------------------
                0.00    2.55     417/417         S_WAV_CodecLoad [160]
[170]    0.2    0.00    2.55     417         S_ReadRIFFHeader [170]
                0.00    1.03     834/834         S_FindRIFFChunk [241]
                0.00    0.86    1668/1668        FGetLittleShort [262]
                0.00    0.43     834/1778        FGetLittleLong [255]
                0.00    0.21     417/18258       FS_Read [95]
                0.00    0.01      21/131         FS_Seek [463]
-----------------------------------------------
                0.00    2.53      12/12          CL_InitDownloads [153]
[171]    0.2    0.00    2.53      12         CL_DownloadsComplete [171]
                0.00    2.13      12/13          CL_FlushMemory [178]
                0.00    0.39      12/12          CL_InitCGame [316]
                0.00    0.01      36/874353      CL_WritePacket [14]
                0.00    0.00      12/6880        Cvar_Set [570]
                0.00    0.00      12/12          CL_SendPureChecksums [838]
                0.00    0.00      12/1784588     Com_EventLoop [138]
-----------------------------------------------
                2.48    0.00 22455910/22455910     CM_TraceThroughLeaf [62]
[172]    0.2    2.48    0.00 22455910         CM_TraceThroughBrush [172]
-----------------------------------------------
                0.00    0.00     408/256233929     RE_StretchRaw [349]
                0.00    0.00    4616/256233929     RB_ShowImages [637]
                0.00    0.00    5093/256233929     R_CreateImage [259]
                0.02    0.00 2383640/256233929     DrawSkySide [275]
                2.44    0.00 253840172/256233929     R_BindAnimatedImage [142]
[173]    0.2    2.47    0.00 256233929         GL_Bind [173]
-----------------------------------------------
                0.00    0.00       1/892288      RoQInterrupt [368]
                0.09    2.32  892287/892288      CL_Frame [3]
[174]    0.2    0.09    2.32  892288         S_Update [174]
                0.19    2.13  892288/892288      S_AL_Update [177]
-----------------------------------------------
                0.64    1.71  892287/892287      CL_Frame [3]
[175]    0.2    0.64    1.71  892287         CL_CheckForResend [175]
                0.00    1.71       1/1           NET_OutOfBandData [194]
                0.00    0.00       1/13          Cvar_InfoString [753]
                0.00    0.00       1/149         NET_OutOfBandPrint [725]
                0.00    0.00       3/411         Info_SetValueForKey [745]
                0.00    0.00       2/115645      Com_sprintf [373]
                0.00    0.00       1/1378        Cvar_VariableValue [712]
                0.00    0.00       1/1324353     Q_strncpyz [483]
                0.00    0.00       3/12117       va [982]
-----------------------------------------------
                0.00    2.34    1204/1204        RE_RegisterModelReal [148]
[176]    0.2    0.00    2.34    1204         R_RegisterMD3 [176]
                0.13    1.20    1544/1544        R_LoadMD3 [216]
                0.00    1.01    3612/22838       FS_ReadFile [116]
                0.00    0.00    1544/10982       FS_FreeFile [986]
-----------------------------------------------
                0.19    2.13  892288/892288      S_Update [174]
[177]    0.2    0.19    2.13  892288         S_AL_Update [177]
                0.82    1.06  892288/892288      S_AL_SrcUpdate [191]
                0.23    0.00 115105152/115105152     S_AL_StreamUpdate [362]
                0.03    0.00  892288/892288      S_AL_MusicUpdate [548]
-----------------------------------------------
                0.00    0.18       1/13          Com_Error <cycle 2> [350]
                0.00    2.13      12/13          CL_DownloadsComplete [171]
[178]    0.2    0.00    2.30      13         CL_FlushMemory [178]
                0.00    2.22      13/16          CL_StartHunkUsers [161]
                0.00    0.08      13/16          CL_ClearMemory [422]
-----------------------------------------------
                0.00    0.00    6451/545394092     R_AddPolygonSurfaces [832]
                0.22    0.00 51784870/545394092     R_AddEntitySurfaces [39]
                0.23    0.00 54782441/545394092     R_AddMD3Surfaces [45]
                1.83    0.00 438820330/545394092     R_AddWorldSurface [51]
[179]    0.2    2.28    0.00 545394092         R_AddDrawSurf [179]
-----------------------------------------------
                0.00    2.22      16/16          CL_StartHunkUsers [161]
[180]    0.2    0.00    2.22      16         RE_BeginRegistration [180]
                0.00    2.21      16/16          R_Init [181]
                0.00    0.01      16/2078        R_IssuePendingRenderCommands [212]
                0.00    0.00      16/3543532     RE_ClearScene [539]
-----------------------------------------------
                0.00    2.21      16/16          RE_BeginRegistration [180]
[181]    0.2    0.00    2.21      16         R_Init [181]
                0.00    2.00      16/16          R_InitShaders [187]
                0.00    0.12      16/16          R_InitImages [410]
                0.06    0.00      16/16          R_InitDLight [471]
                0.00    0.03      16/16          InitOpenGL [560]
                0.00    0.00      16/16          R_Register [700]
                0.00    0.00      16/16          R_InitFlares [773]
                0.00    0.00      16/16          R_InitFreeType [823]
                0.00    0.00      32/62395       CL_RefPrintf [490]
                0.00    0.00      16/16          R_InitSkins [854]
                0.00    0.00      16/892747      R_InitNextFrame [686]
                0.00    0.00      16/16          R_InitFogTable [1185]
                0.00    0.00      16/16          R_NoiseInit [1187]
                0.00    0.00      16/102721      Hunk_AllocDebug [940]
                0.00    0.00      16/16          R_ModelInit [1186]
-----------------------------------------------
                2.18    0.00 349987799/349987799     CM_TraceThroughPatchCollide [73]
[182]    0.1    2.18    0.00 349987799         CM_CheckFacetPlane [182]
-----------------------------------------------
                1.74    0.42 49695519/49695519     R_ComputeLOD [122]
[183]    0.1    1.74    0.42 49695519         RadiusFromBounds [183]
                0.42    0.00 49695519/136941306     VectorLength [222]
-----------------------------------------------
                0.01    0.00  568796/222844171     RB_StageIteratorSky [60]
                0.03    0.00 3492575/222844171     RB_SetGL2D [325]
                0.03    0.00 3541125/222844171     RB_BeginDrawingView [345]
                0.36    0.00 38598497/222844171     DrawMultitextured [166]
                1.66    0.00 176643178/222844171     RB_IterateStagesGeneric [16]
[184]    0.1    2.10    0.00 222844171         GL_State [184]
-----------------------------------------------
                0.00    0.00       1/23624182     Cvar_Print [843]
                0.00    0.00       2/23624182     CL_PlayCinematic_f [445]
                0.00    0.00       2/23624182     CL_BindUICommand [606]
                0.00    0.00       2/23624182     CL_GlobalServers_f [826]
                0.00    0.00       4/23624182     FS_SV_FOpenFileRead [808]
                0.00    0.00       8/23624182     Cmd_Exec_f [677]
                0.00    0.00      10/23624182     Com_SafeMode [811]
                0.00    0.00      14/23624182     FS_Restart [236]
                0.00    0.00      34/23624182     FS_GetFileList [425]
                0.00    0.00      41/23624182     FS_Startup [226]
                0.00    0.00      47/23624182     R_LoadEntities [792]
                0.00    0.00      51/23624182     COM_CompareExtension [877]
                0.00    0.00      84/23624182     VM_Create [263]
                0.00    0.00     106/23624182     FS_AddGameDirectory [308]
                0.00    0.00     128/23624182     GL_TextureMode [859]
                0.00    0.00     254/23624182     FS_GetModList [706]
                0.00    0.00     294/23624182     Cmd_SetCommandCompletionFunc [841]
                0.00    0.00     321/23624182     CL_ConnectionlessPacket [537]
                0.00    0.00     332/23624182     CL_SystemInfoChanged [481]
                0.00    0.00     396/23624182     ParseSort [833]
                0.00    0.00     446/23624182     S_CodecGetSound [159]
                0.00    0.00     485/23624182     NameToAFunc [829]
                0.00    0.00    1399/23624182     ParseDeform [719]
                0.00    0.00    1652/23624182     FS_FOpenFileReadDir [253]
                0.00    0.00    2139/23624182     FS_LoadZipFile [309]
                0.00    0.00    3188/23624182     NameToGenFunc [633]
                0.00    0.00    3612/23624182     RE_RegisterModelReal [148]
                0.00    0.00    3944/23624182     Sys_ListFiles [672]
                0.00    0.00    4109/23624182     R_LoadImage [110]
                0.00    0.00    4194/23624182     Key_StringToKeynum [763]
                0.00    0.00    4491/23624182     NameToSrcBlendMode [761]
                0.00    0.00    4999/23624182     NameToDstBlendMode [758]
                0.00    0.00    7240/23624182     ParseSurfaceParm [746]
                0.00    0.00    8996/23624182     ParseTexMod [702]
                0.00    0.00   11773/23624182     Cvar_WriteVariables [737]
                0.00    0.00   12411/23624182     RE_RegisterSkin [277]
                0.00    0.00   23575/23624182     ParseShader [129]
                0.00    0.00   25173/23624182     FS_ListFilteredFiles [399]
                0.00    0.01   65861/23624182     R_FindShaderReal [59]
                0.00    0.01  129079/23624182     Cvar_FindVar [454]
                0.00    0.01  130073/23624182     Cmd_FindCommand [626]
                0.00    0.02  204095/23624182     FS_IsExt [597]
                0.00    0.03  311122/23624182     Cmd_ExecuteString <cycle 2> [164]
                0.00    0.03  352524/23624182     Info_ValueForKey [435]
                0.00    0.04  539231/23624182     ParseStage [131]
                0.00    0.07  837371/23624182     FS_AddFileToList [453]
                0.01    0.20 2480898/23624182     S_AL_BufferFind [367]
                0.05    1.52 18447971/23624182     FindShaderInShaderText [65]
[185]    0.1    0.07    1.94 23624182         Q_stricmp [185]
                1.94    0.00 23624182/24190752     Q_stricmpn [188]
-----------------------------------------------
                2.01    0.00 114501720/114501720     MSG_ReadBits [38]
[186]    0.1    2.01    0.00 114501720         Huff_getBit [186]
-----------------------------------------------
                0.00    2.00      16/16          R_Init [181]
[187]    0.1    0.00    2.00      16         R_InitShaders [187]
                0.02    1.95      16/16          ScanAndLoadShaderFiles [189]
                0.00    0.02      16/16          CreateExternalShaders [568]
                0.00    0.00      32/62395       CL_RefPrintf [490]
                0.00    0.00      16/16          CreateInternalShaders [857]
-----------------------------------------------
                0.00    0.00      26/24190752     FS_GetModList [706]
                0.00    0.00     187/24190752     ParseDeform [719]
                0.00    0.00     224/24190752     PrintMatches [852]
                0.00    0.00     807/24190752     PrintCvarMatches [807]
                0.00    0.00    2062/24190752     FindMatches [788]
                0.00    0.00    5473/24190752     ParseShader [129]
                0.00    0.00   47644/24190752     FS_IsDemoExt [703]
                0.04    0.00  510147/24190752     FS_ListFilteredFiles [399]
                1.94    0.00 23624182/24190752     Q_stricmp [185]
[188]    0.1    1.99    0.00 24190752         Q_stricmpn [188]
-----------------------------------------------
                0.02    1.95      16/16          R_InitShaders [187]
[189]    0.1    0.02    1.95      16         ScanAndLoadShaderFiles [189]
                0.00    1.32    4693/22838       FS_ReadFile [116]
                0.03    0.29  287037/18719005     SkipBracedSection [67]
                0.19    0.00      16/16          COM_Compress [374]
                0.05    0.00  191358/266586      generateHashValue [459]
                0.00    0.05      16/48          FS_ListFiles [398]
                0.01    0.00  387441/614593081     COM_ParseExt [70]
                0.00    0.01    4693/4693        COM_BeginParseSession [674]
                0.00    0.00   95679/1324353     Q_strncpyz [483]
                0.00    0.00    4725/62395       CL_RefPrintf [490]
                0.00    0.00      16/48          FS_FreeFileList [798]
                0.00    0.00   95679/95679       COM_GetCurrentParseLine [943]
                0.00    0.00    4693/10982       FS_FreeFile [986]
                0.00    0.00      32/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                1.94    0.00  892731/892731      SCR_DrawScreenField [88]
[190]    0.1    1.94    0.00  892731         RE_BeginFrame [190]
                0.00    0.00       2/2078        R_IssuePendingRenderCommands [212]
                0.00    0.00       1/17          R_SetColorMappings [1177]
-----------------------------------------------
                0.82    1.06  892288/892288      S_AL_Update [177]
[191]    0.1    0.82    1.06  892288         S_AL_SrcUpdate [191]
                0.64    0.39 24331464/24584301     S_AL_ScaleGain [239]
                0.01    0.01  304247/927530      S_AL_SrcKill [535]
                0.00    0.01  123418/402865      S_AL_SrcSetup [536]
                0.00    0.00   11549/353545      S_AL_NewLoopMaster [574]
                0.00    0.00     416/1135154716     Sys_Milliseconds [272]
                0.00    0.00    6844/11536       S_AL_ClearError [985]
-----------------------------------------------
                1.27    0.55  884333/884333      R_AddWorldSurfaces [25]
